'MIXING RATIOS'                 ! number of mixing ratios, mixing ratios at each target (including sink/sources and boundary terms)
30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	0.463563325	0.289004567	0.133303729	0.061486517	0.028360735	1.31E-02	6.03E-03	2.78E-03	1.28E-03	5.92E-04	2.73E-04	1.26E-04	5.81E-05	2.68E-05	1.24E-05	5.70E-06	2.63E-06	1.21E-06	5.60E-07	2.58E-07	1.19E-07	5.49E-08	2.53E-08	1.17E-08	5.39E-09	2.48E-09	1.14E-09	5.05E-10	1.92E-10	3.06E-10
30	0.214890957	0.133971918	0.350799287	0.161806623	0.074633514	0.034424804	1.59E-02	7.32E-03	3.38E-03	1.56E-03	7.19E-04	3.32E-04	1.53E-04	7.05E-05	3.25E-05	1.50E-05	6.92E-06	3.19E-06	1.47E-06	6.79E-07	3.13E-07	1.45E-07	6.67E-08	3.07E-08	1.42E-08	6.53E-09	2.99E-09	1.33E-09	5.05E-10	8.05E-10
30	0.099615566	0.062104468	0.162617684	0.364012183	0.167901089	0.077444594	0.035721419	1.65E-02	7.60E-03	3.51E-03	1.62E-03	7.46E-04	3.44E-04	1.59E-04	7.32E-05	3.38E-05	1.56E-05	7.18E-06	3.31E-06	1.53E-06	7.05E-07	3.25E-07	1.50E-07	6.92E-08	3.19E-08	1.47E-08	6.72E-09	2.99E-09	1.14E-09	1.81E-09
30	4.62E-02	0.028789354	0.075383594	0.168742698	0.366837354	0.169204202	0.078045656	0.03599866	1.66E-02	7.66E-03	3.53E-03	1.63E-03	7.52E-04	3.47E-04	1.60E-04	7.38E-05	3.40E-05	1.57E-05	7.24E-06	3.34E-06	1.54E-06	7.10E-07	3.28E-07	1.51E-07	6.97E-08	3.21E-08	1.47E-08	6.53E-09	2.48E-09	3.96E-09
30	2.14E-02	1.33E-02	0.03494507	0.078222926	0.170052344	0.36744143	0.169482833	0.078174175	0.036057939	1.66E-02	7.67E-03	3.54E-03	1.63E-03	7.53E-04	3.47E-04	1.60E-04	7.39E-05	3.41E-05	1.57E-05	7.25E-06	3.34E-06	1.54E-06	7.11E-07	3.28E-07	1.51E-07	6.97E-08	3.19E-08	1.42E-08	5.39E-09	8.60E-09
30	9.92E-03	6.19E-03	1.62E-02	0.03626128	0.07883003	0.170332371	0.367570593	0.16954241	0.078201655	0.036070614	1.66E-02	7.67E-03	3.54E-03	1.63E-03	7.53E-04	3.47E-04	1.60E-04	7.39E-05	3.41E-05	1.57E-05	7.25E-06	3.35E-06	1.54E-06	7.12E-07	3.28E-07	1.51E-07	6.92E-08	3.07E-08	1.17E-08	1.86E-08
30	4.60E-03	2.87E-03	7.51E-03	1.68E-02	0.036542711	0.07895984	0.170392246	0.36759821	0.169555148	0.078207531	0.036073324	1.66E-02	7.67E-03	3.54E-03	1.63E-03	7.53E-04	3.47E-04	1.60E-04	7.39E-05	3.41E-05	1.57E-05	7.25E-06	3.35E-06	1.54E-06	7.11E-07	3.28E-07	1.50E-07	6.67E-08	2.53E-08	4.04E-08
30	2.13E-03	1.33E-03	3.48E-03	7.79E-03	1.69E-02	0.036602886	0.078987596	0.170405049	0.367604115	0.169557872	0.078208787	0.036073904	1.66E-02	7.67E-03	3.54E-03	1.63E-03	7.53E-04	3.47E-04	1.60E-04	7.39E-05	3.41E-05	1.57E-05	7.25E-06	3.35E-06	1.54E-06	7.10E-07	3.25E-07	1.45E-07	5.49E-08	8.76E-08
30	9.89E-04	6.16E-04	1.61E-03	3.61E-03	7.85E-03	1.70E-02	0.036615753	0.078993531	0.170407786	0.367605378	0.169558454	0.078209056	0.036074028	1.66E-02	7.67E-03	3.54E-03	1.63E-03	7.53E-04	3.47E-04	1.60E-04	7.39E-05	3.41E-05	1.57E-05	7.25E-06	3.34E-06	1.54E-06	7.05E-07	3.13E-07	1.19E-07	1.90E-07
